name,artist,album,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,2018-08-03,85,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4
STARGAZING,Travis Scott,ASTROWORLD,2018-08-03,79,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
Faith,The Weeknd,After Hours,2020-03-20,70,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4
Adonis Interlude (The Montage) (with J. Cole),Dreamville,Creed III: The Soundtrack,2023-03-03,68,0.474,0.833,1,-5.315,1,0.439,0.145,0.0,0.0949,0.414,195.733,95903,4
D.D.,The Weeknd,Trilogy,2012-11-13,16,0.68,0.707,7,-7.225,0,0.0987,0.479,0.0,0.511,0.382,119.993,275493,4
Bad - 2012 Remaster,Michael Jackson,Bad (Remastered),1987-08-31,67,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360,4
VANISH,Dro Kenji,WITH OR WITHOUT YOU,2022-01-28,6,0.749,0.665,4,-6.8,0,0.0303,0.159,3.63e-05,0.116,0.471,146.968,130612,4
All Mine,Kanye West,ye,2018-06-01,78,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4
Chicago,Michael Jackson,XSCAPE,2014-05-09,81,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086,245507,4
Man in the Mirror - 2012 Remaster,Michael Jackson,Bad (Remastered),1987-08-31,65,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,318680,4
Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,1979-08-10,78,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4
Thriller,Michael Jackson,Thriller,1982-11-30,71,0.771,0.687,11,-9.814,1,0.0693,0.0318,0.000225,0.89,0.783,118.392,357800,4
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad (Remastered),1987-08-31,76,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,257760,4
Beat It,Michael Jackson,Thriller,1982-11-30,79,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,258400,4
Billie Jean,Michael Jackson,Thriller,1982-11-30,82,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,294227,4
Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),2014-01-17,75,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4
Somebody That I Used To Know,Gotye,Making Mirrors,2011-01-01,79,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4
Thrift Shop (feat. Wanz),Macklemore,The Heist,2012-10-09,81,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,2023-02-24,83,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253,4
Live Off My Closet (feat. Future),Lil Baby,My Turn (Deluxe),2020-05-01,47,0.807,0.678,6,-3.243,0,0.177,0.0345,0.0,0.0986,0.21,147.004,173061,4
Woah,Lil Baby,My Turn (Deluxe),2020-05-01,58,0.884,0.599,11,-5.551,1,0.248,0.0177,0.0,0.179,0.413,142.978,183011,4
Low Down,Lil Baby,My Turn (Deluxe),2020-05-01,80,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,144652,4
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,KHALED KHALED,2021-04-30,78,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4
Holy Grail,JAY-Z,Magna Carta... Holy Grail,2013-07-04,66,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413,4
G.O.M.D.,J. Cole,2014 Forest Hills Drive,2014-12-09,1,0.89,0.393,4,-10.821,0,0.267,0.331,8.81e-06,0.283,0.304,128.084,301133,4
Energy,Drake,If You're Reading This It's Too Late,2015-02-12,75,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,181933,4
All The Way Up (feat. Infared),Fat Joe,Plata O Plomo,2017-02-17,65,0.414,0.807,10,-4.12,0,0.348,0.0428,0.0,0.822,0.409,175.158,191901,4
"Hold On, We're Going Home",Drake,Nothing Was The Same (Deluxe),2013-01-01,62,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,227880,4
0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up,2013-07-14,73,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618,275227,4
Off The Grid,Kanye West,Donda,2021-08-29,0,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,339250,4
Love Sosa,Chief Keef,Finally Rich,2012-01-01,85,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,246213,4
Clique,Various Artists,Kanye West Presents Good Music Cruel Summer,2012-01-01,67,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,5
Mercy.1,Various Artists,Kanye West Presents Good Music Cruel Summer,2012-01-01,60,0.556,0.644,6,-5.805,0,0.402,0.0558,2.32e-05,0.35,0.499,140.009,326347,4
Don't Like.1,Various Artists,Kanye West Presents Good Music Cruel Summer,2012-01-01,66,0.656,0.612,6,-5.415,0,0.225,0.0094,0.0,0.146,0.626,132.072,283653,4
Dreams and Nightmares,Meek Mill,Dreams and Nightmares (Deluxe Edition),2012-10-26,78,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,230693,4
PRIDE.,Kendrick Lamar,DAMN.,2017-04-14,85,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4
Tally (with Denzel Curry),midwxst,Tally (with Denzel Curry),2023-01-25,56,0.714,0.869,0,-2.611,1,0.0862,0.0414,0.0,0.748,0.614,122.044,147746,4
STATS,Baby Keem,DIE FOR MY BITCH,2019-07-19,70,0.567,0.462,1,-7.794,1,0.36,0.00192,3.57e-06,0.106,0.172,152.236,169828,4
"Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",Logic,College Park,2023-02-24,41,0.655,0.881,5,-3.531,0,0.431,0.626,0.0,0.125,0.651,92.118,315103,4
44 More,Logic,Bobby Tarantino II,2018-03-09,65,0.824,0.584,10,-7.098,0,0.221,0.0718,0.0,0.106,0.219,139.965,188600,4
Cry Me a River,Justin Timberlake,Justified,2002-11-04,78,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,288333,4
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),2013-03-15,85,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,2006-09-12,82,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4
Petals,Bibio,A Mineral Love,2016-04-01,57,0.314,0.344,9,-8.273,0,0.0325,0.889,0.00585,0.108,0.192,76.553,156000,4
Mixed Personalities (feat. Kanye West),YNW Melly,We All Shine,2019-01-18,72,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400,4
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),2018-05-04,64,0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534,217405,4
Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
The Less I Know The Better,Tame Impala,Currents,2015-07-17,88,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
"New Person, Same Old Mistakes",Tame Impala,Currents,2015-07-17,82,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4
Don't Mind,Kent Jones,Don't Mind,2016-04-25,67,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,198237,4
Flawlëss (feat. Lil Uzi Vert),Yeat,Lyfë,2022-09-09,82,0.474,0.805,1,-5.997,1,0.332,0.0715,0.0,0.147,0.109,131.001,176125,4
American Boy,Estelle,Shine,2008-03-28,82,0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,284733,4
Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,88,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280,4
Blood On Me,Sampha,Process,2017-02-03,46,0.775,0.517,11,-8.186,1,0.138,0.121,0.014,0.609,0.614,104.01,246952,4
R.I.P.,Playboi Carti,Die Lit,2018-05-11,78,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4
(No One Knows Me) Like the Piano,Sampha,Process,2017-02-03,51,0.62,0.199,10,-13.788,1,0.0344,0.976,0.00178,0.107,0.179,129.01,218160,4
Wolves,Kanye West,The Life Of Pablo,2016-06-10,72,0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,301587,4
Bound 2,Kanye West,Yeezus,2013-06-18,87,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,229147,4
Famous,Kanye West,The Life Of Pablo,2016-06-10,78,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,196040,4
No More Parties In LA,Kanye West,The Life Of Pablo,2016-06-10,75,0.508,0.921,5,-1.644,1,0.303,0.246,0.0,0.221,0.681,93.058,374413,4
Fade,Kanye West,The Life Of Pablo,2016-06-10,69,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,193748,4
Saint Pablo,Kanye West,The Life Of Pablo,2016-06-10,74,0.461,0.772,2,-3.98,0,0.375,0.282,0.0,0.178,0.414,167.018,372113,4
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,2016-06-10,91,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4
Pure Cocaine,Lil Baby,Street Gossip,2018-11-30,84,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
Indecision,Sampha,Dual,2013-07-29,45,0.608,0.346,8,-11.092,0,0.0296,0.906,6.94e-05,0.118,0.368,134.049,268350,4
Let It All Work Out,Lil Wayne,Tha Carter V,2018-09-28,63,0.551,0.562,11,-6.862,1,0.163,0.0218,0.0,0.302,0.438,135.872,316192,4
You Know How We Do It,Ice Cube,Lethal Injection,1993-12-07,81,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,Mac and Devin Go to High School (Music from and Inspired by the Movie),2011-12-12,71,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,207347,4
It Was A Good Day,Ice Cube,The Predator,1992-11-17,84,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4
DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,2017-04-07,69,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059,4
Self Care,Mac Miller,Swimming,2018-08-03,79,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
The Spins,Mac Miller,K.I.D.S.,2010-08-13,7,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,195873,4
The Way,Ariana Grande,Yours Truly,2013-01-01,72,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027,4
Call Out My Name,The Weeknd,"My Dear Melancholy,",2018-03-30,89,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
I Was Never There,The Weeknd,"My Dear Melancholy,",2018-03-30,87,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,241067,4
Hurt You,The Weeknd,"My Dear Melancholy,",2018-03-30,75,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4
One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,Greatest Hits,2007-03-05,66,0.725,0.68,0,-6.037,1,0.224,0.149,0.0,0.127,0.695,90.964,268707,4
Everything She Wants,Wham!,Make It Big,1984-10-23,72,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,302693,4
Verbatim,Mother Mother,Touch Up,2007-05-08,53,0.827,0.58,7,-6.809,1,0.327,0.309,0.0,0.148,0.492,78.011,168320,4
Straight Up,Paula Abdul,Forever Your Girl,1988-01-01,64,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,250032,4
The Way I Are,Timbaland,Shock Value,2007-01-01,86,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),2022-06-17,82,0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,165753,4
Tell Me,Groove Theory,Groove Theory,1995-07-25,68,0.8,0.362,6,-10.849,0,0.0634,0.035,3.99e-06,0.0667,0.888,93.059,236067,4
Hot (feat. Moneybagg Yo),Meek Mill,Expensive Pain,2021-10-01,56,0.773,0.623,2,-5.267,1,0.196,0.00194,0.0,0.133,0.13,153.1,150527,4
Stay Fly,Young Buck,"Greatest Hits, Vol. 1",2017-12-01,0,0.788,0.866,11,-5.911,1,0.0333,0.108,0.0,0.346,0.642,133.311,238395,4
Hadouken,Chief Keef,4NEM,2021-12-17,13,0.636,0.929,0,-3.617,1,0.312,0.0761,0.0,0.339,0.481,159.994,252000,4
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More. . .,2002-11-26,74,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307,4
Miss The Rage (feat. Playboi Carti),Trippie Redd,Miss The Rage (feat. Playboi Carti),2021-05-07,28,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4
Shoota (feat. Lil Uzi Vert),Playboi Carti,Die Lit,2018-05-11,80,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,153800,4
Sky,Playboi Carti,Whole Lotta Red,2020-12-25,86,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4
Poison,Bell Biv DeVoe,Poison,1990-01-01,75,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4
Metro Spider (with Young Thug),Metro Boomin,HEROES & VILLAINS,2022-12-02,73,0.709,0.734,1,-5.027,1,0.125,0.0411,0.0,0.346,0.245,143.087,174560,4
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,HEROES & VILLAINS,2022-12-02,89,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,199920,4
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,2022-12-02,91,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520,4
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,HEROES & VILLAINS,2022-12-02,70,0.521,0.526,1,-8.691,1,0.276,0.131,0.000577,0.173,0.179,161.571,310960,4
On Time (with John Legend),Metro Boomin,HEROES & VILLAINS,2022-12-02,71,0.364,0.62,5,-6.638,0,0.0555,0.736,0.00225,0.429,0.491,79.904,168920,4
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,HEROES & VILLAINS,2022-12-02,88,0.526,0.606,5,-5.3,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667,4
Black and Yellow,Wiz Khalifa,Rolling Papers,2011-03-29,78,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,4
Tadow,Masego,Lady Lady,2018-09-07,77,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893,4
More M’s,Drake,Her Loss,2022-11-04,71,0.704,0.504,1,-6.749,1,0.223,0.0405,0.000422,0.139,0.0713,82.537,221406,4
Scrape It Off (feat. Lil Uzi Vert & Don Toliver),Pusha T,It's Almost Dry,2022-04-22,62,0.594,0.679,7,-3.702,1,0.345,0.484,7.83e-06,0.114,0.66,106.726,152613,5
King Kunta,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,77,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
Enemy feat. J.I.D. (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),2021-11-20,58,0.724,0.782,2,-4.437,1,0.289,0.21,0.0,0.44,0.528,76.984,173381,4
Dynasties and Dystopia (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),2021-11-20,61,0.703,0.834,1,-5.134,1,0.0602,0.0139,0.0,0.1,0.863,153.968,178080,4
Snakes (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),2021-11-20,61,0.426,0.842,1,-6.238,0,0.236,0.000397,0.00125,0.379,0.366,157.86,161377,4
Spin Bout U,Drake,Her Loss,2022-11-04,84,0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589,4
Rich Flex,Drake,Her Loss,2022-11-04,86,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,3
Broke Boys,Drake,Her Loss,2022-11-04,72,0.642,0.533,2,-7.45,1,0.266,0.0104,0.000108,0.251,0.112,120.041,225439,4
Gorgeous,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,75,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,357653,4
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,81,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,292093,4
All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,82,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,299613,4
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,83,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,351947,4
Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,90,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,4
Hell Of A Life,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,70,0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962,327787,4
Monster,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,75,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,378893,5
Dracula,The Underachievers,Dracula,2020-01-01,48,0.502,0.568,1,-7.872,0,0.497,0.453,0.0,0.11,0.588,185.893,123871,3
Overdue (with Travis Scott),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-06,85,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093,4
Santeria,Pusha T,DAYTONA,2018-05-25,53,0.621,0.678,8,-4.104,1,0.197,0.142,0.0,0.098,0.0883,88.677,176027,4
Showed Me (How I Fell In Love With You),Madison Beer,Showed Me (How I Fell In Love With You),2022-10-13,53,0.723,0.542,0,-8.5,0,0.026,0.476,0.0826,0.0928,0.675,95.02,195845,4
Paranoid - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),1970-09-18,77,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
Pt. 2,Kanye West,The Life Of Pablo,2016-06-10,71,0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076,130293,4
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),2022-09-22,78,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,210576,4
What A Wonderful World,Louis Armstrong,What A Wonderful World,1968-01-01,81,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4
Pears,Weston Estate,Pears,2021-04-23,56,0.607,0.599,5,-6.481,0,0.0558,0.534,0.0,0.111,0.192,82.013,141878,4
Stoked,Weston Estate,Stoked,2021-10-29,54,0.778,0.642,10,-6.435,1,0.137,0.149,0.0,0.106,0.786,133.04,189329,4
Lost,Frank Ocean,channel ORANGE,2012-07-10,86,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
In My Room,Frank Ocean,In My Room,2019-11-02,80,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
Fields Of Gold,Sting,Ten Summoner's Tales,1993-03-09,78,0.651,0.339,2,-11.917,1,0.0246,0.372,0.0141,0.0739,0.32,103.996,222120,4
Bad Habit,Steve Lacy,Bad Habit,2022-06-29,80,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115,4
Daylight,Joji,Daylight,2020-08-06,69,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
Chanel,Frank Ocean,Chanel,2017-03-10,80,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4
Something In The Way,Nirvana,Nevermind (Remastered),1991-09-26,73,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,232147,4
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),1991-09-26,81,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
As It Was,Harry Styles,As It Was,2022-03-31,32,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Holding Out for a Hero - Single Version,Bonnie Tyler,The Very Best of Bonnie Tyler,2009-03-26,66,0.549,0.89,9,-7.973,0,0.0613,0.0057,0.00053,0.128,0.84,149.092,261341,4
Another Love,Tom Odell,Long Way Down,2013-09-17,72,0.445,0.537,4,-8.532,0,0.04,0.695,1.6e-05,0.0941,0.131,122.764,244360,4
Sanctuary,Joji,Nectar,2020-09-25,57,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4
Run,Joji,Nectar,2020-09-25,55,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,195000,3
Gimme Love,Joji,Nectar,2020-09-25,55,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
Glimpse of Us,Joji,Glimpse of Us,2022-06-10,83,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
SLOW DANCING IN THE DARK,Joji,BALLADS 1,2018-10-26,70,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
I Will Survive,Gloria Gaynor,Love Tracks,1978-11-27,74,0.77,0.775,9,-9.571,0,0.0495,0.0227,0.00262,0.297,0.802,116.935,296107,4
Ainsi bas la vida,Indila,Mini World (Deluxe),2014-11-17,57,0.776,0.641,8,-6.925,1,0.0981,0.0486,5.77e-06,0.0977,0.437,128.05,214760,4
Love Story,Indila,Mini World,2014-01-01,78,0.375,0.255,10,-12.279,0,0.0376,0.815,0.0,0.0845,0.331,95.978,316280,3
Tourner Dans Le Vide,Indila,Mini World,2014-01-01,76,0.594,0.698,6,-8.645,0,0.0428,0.103,0.0,0.173,0.376,119.991,246093,4
Dernière danse,Indila,Mini World,2014-01-01,81,0.669,0.449,0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,213493,4
Flashdance... What A Feeling - '95 Version,Various Artists,Nyårsmusik,2020-12-18,18,0.658,0.748,7,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,229213,4
Fame,Various Artists,Fame (Original Motion Picture Soundtrack),1980-05-16,69,0.7,0.73,0,-8.763,0,0.0311,0.132,0.0,0.133,0.961,130.519,316067,4
4:44,JAY-Z,4:44,2017-07-07,74,0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493,4
White Flag,Dido,Life For Rent,2003-09-03,61,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,240600,4
Thank You,Dido,No Angel,1999-06-01,62,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,217827,4
Stan,Eminem,The Marshall Mathers LP,2000-05-23,85,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
Can't C Me,2Pac,All Eyez On Me,1996-02-13,71,0.795,0.852,0,-2.238,1,0.178,0.0442,3.47e-06,0.39,0.673,95.44,330760,4
N95,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,81,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950,4
Die Hard,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,77,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,239027,4
Father Time (feat. Sampha),Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,73,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,222497,4
The Heart Part 5,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,63,0.7,0.812,1,-8.128,0,0.297,0.183,0.0,0.0756,0.801,97.405,332229,4
Mirror,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,67,0.652,0.67,2,-8.766,1,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,256008,4
Mr. Morale,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,66,0.727,0.53,9,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,210841,3
Savior,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,68,0.605,0.692,8,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,224466,5
Silent Hill,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,71,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4
Count Me Out,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,77,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,283642,4
Rich Spirit,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,77,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4
Bubbly (with Drake & Travis Scott),Young Thug,Punk,2021-10-15,71,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,4
